nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe,Fortalezas,Debilidades
Brunnhilde,Valkyrie,Marvel Cinematic Universe,https://www.superherodb.com/valkyrie/10-12730/,65,50,25,35,40,100,2,,"['Corruption Resistance', 'Durability', 'Godly Physiology', 'Intelligence', 'Longevity', 'Master Martial Artist', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Heat Resistance', 'Jump', 'Leadership', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Multilingualism', 'Reflexes', 'Stealth', 'Vehicular Mastery', 'Weapon-based Powers', 'Weapons Master', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Revengers', 'Valkyrie', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'My Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'Denisegc091477gmailcom', 'TheOld', 'yes', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Valkyrie,"['Fuerza sobrehumana', 'Habilidades de combate']",['Trauma emocional']
Vision,Vision,Marvel Cinematic Universe,https://www.superherodb.com/vision/10-12589/,95,90,50,55,80,85,4,,"['Endurance', 'Energy Blasts', 'Flight', 'Hacking', 'Inorganic Physiology', 'Intelligence', 'Invulnerability', 'Levitation', 'Longevity', 'Master Martial Artist', 'Phasing', 'Robotic Engineering', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Acid Resistants', 'Acrobatics', 'Agility', 'Cold Resistance', 'Density Control', 'Dexterity', 'Electricity Resistance', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Information Analysis', 'Intangibility', 'Jump', 'Marksmanship', 'Master Tactician', 'Mind Control Resistance', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Scanning', 'Stealth', 'Transformation', 'Vehicular Mastery', 'Weapons Master', 'Clairvoyance', 'Data Manipulation', 'Energy Beams', 'Radiation Absorption', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers', 'Vision', 'Avengers: Age Of Ultron (2015)', 'Avengers: Infinity War (2018)', 'Movie Heroes', 'My Collection', 'Red Ranked Warriors', 'Denisegc091477gmailcom', 'TheOld', 'yes', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Vision,"['Manipulación de densidad', 'Vuelo', 'Energía del rayo']",['Dependencia de la gema de la mente']
Volstagg,Volstagg,Marvel Cinematic Universe,https://www.superherodb.com/volstagg/10-14376/,0,0,0,0,0,0,0,,"['Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Volstagg', 'My Collection', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Volstagg,"['Fuerza sobrehumana', 'Habilidades de combate']",['Desconocido']
Adrian Toomes,Vulture,Marvel Cinematic Universe,https://www.superherodb.com/vulture/10-12593/,60,25,25,15,30,50,1,,"['Intelligence', 'Stamina', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Power Suit', 'Reflexes', 'Stealth', 'Cold Resistance', 'Energy Beams', 'Vision - Night', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Vulture', 'Movie Heroes', 'My Collection', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Vulture,"['Tecnología avanzada', 'Vuelo']",['Humano sin poderes sobrenaturales']
Wanda Maximoff,Wanda Maximoff (Pre-WandaVision),Marvel Cinematic Universe,https://www.superherodb.com/wanda-maximoff-pre-wandavision/10-60192/,65,1,25,15,85,55,4,,"['Chaos Magic', 'Emotional Power Up', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Fear Inducement', 'Force Fields', 'Intelligence', 'Magic', 'Mind Control', 'Shockwaves Generation', 'Telekinesis', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Dream Manipulation', 'Endurance', 'Enhanced Condition', 'Explosion Manipulation', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Gadget Usage', 'Heat Generation', 'Hypnokinesis', 'Illumination', 'Illusions', 'Indomitable Will', 'Jump', 'Latent Abilities', 'Levitation', 'Magic Resistance', 'Master Martial Artist', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control Resistance', 'Possession Resistance', 'Probability Manipulation', 'Reflexes', 'Seismic Power', 'Telepathy', 'Telepathy Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'yes', 'Denisegc091477gmailcom', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Wanda Maximoff (Pre-Wandavision),"['Magia del caos', 'Manipulación de la realidad']",['Inestabilidad emocional']
James Rhodes,War Machine,Marvel Cinematic Universe,https://www.superherodb.com/war-machine/10-12511/,60,75,30,40,40,65,3,,"['Durability', 'Energy Beams', 'Explosion Manipulation', 'Super Speed', 'Super Strength', 'Vehicular Mastery', 'Agility', 'Cold Resistance', 'Data Manipulation', 'Electricity Absorption', 'Electricity Resistance', 'Energy Absorption', 'Energy Resistance', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Homing Attack', 'Information Analysis', 'Levitation', 'Light Control', 'Master Martial Artist', 'Master Tactician', 'Power Suit', 'Radar Sense', 'Technopath/Cyberpath', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'War Machine', 'Avengers: Age Of Ultron (2015)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'yes', 'Denisegc091477gmailcom', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",War Machine,"['Tecnología avanzada', 'Vuelo']",['Dependencia de la tecnología del traje']
Adam Warlock,Warlock,Marvel Cinematic Universe,https://www.superherodb.com/warlock/10-30327/,45,50,25,35,60,60,2,1++,"['Durability', 'Energy Blasts', 'Enhanced Condition', 'Fire Resistance', 'Space Survivability', 'Super Speed', 'Super Strength', 'Acrobatics', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Energy Beams', 'Energy Manipulation', 'Energy Resistance', 'Fearless', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Interstellar Travel', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Accelerated Healing', 'Invulnerability', 'Radiation Immunity', 'Regeneration', 'Stealth', 'Toxin and Disease Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Warlock', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Warlock,"['Magia avanzada', 'Inmortalidad']",['Desconocido']
Hope Van Dyne,Wasp,Marvel Cinematic Universe,https://www.superherodb.com/wasp/10-13874/,70,1,25,25,35,60,1,,"['Intelligence', 'Size Changing', 'Acrobatics', 'Agility', 'Energy Blasts', 'Flight', 'Gadget Usage', 'Jump', 'Power Suit', 'Stamina', 'Stealth', 'Animal Control', 'Telepathy', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Wasp', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'Movie Heroes', 'My Collection', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Wasp,"['Cambio de tamaño', 'Vuelo']",['Dependencia de la tecnología del traje']
Ivan Vanko,Whiplash,Marvel Cinematic Universe,https://www.superherodb.com/whiplash/10-13895/,70,25,1,5,10,40,1,,"['Durability', 'Intelligence', 'Stamina', 'Agility', 'Dexterity', 'Electrokinesis', 'Endurance', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Energy Constructs', 'Master Tactician', 'Power Sense', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Whiplash', 'Movie Heroes', 'My Collection', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'MoNsTeR', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Whiplash,"['Tecnología avanzada', 'Fuerza incrementada']",['Dependencia de la tecnología']
Ivan Vanko,Whiplash (Mark II),Marvel Cinematic Universe,https://www.superherodb.com/whiplash-mark-ii/10-16714/,70,40,25,30,35,40,2,,"['Cold Resistance', 'Durability', 'Endurance', 'Heat Generation', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Acid Resistants', 'Agility', 'Dexterity', 'Electricity Resistance', 'Electrokinesis', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Power Suit', 'Reflexes', 'Weapons Master', 'Damage Boost', 'Energy Constructs', 'Master Tactician', 'Power Sense', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Whiplash', 'My Collection', 'MoNsTeR', 'Aleazlllll', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Whiplash Mark II,"['Tecnología avanzada', 'Fuerza incrementada']",['Dependencia de la tecnología']
Bucky Barnes,White Wolf,Marvel Cinematic Universe,https://www.superherodb.com/white-wolf/10-12734/,60,25,20,15,20,75,1,,"['Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Disguise Mastery', 'Jump', 'Vehicular Mastery', 'Accelerated Healing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'White Wolf', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'My Collection', 'Aleazlllll', 'MoNsTeR', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",White Wolf,"['Habilidades de combate', 'Estrategia']",['Trauma psicológico']
Bucky Barnes,Winter Soldier,Marvel Cinematic Universe,https://www.superherodb.com/winter-soldier/10-12728/,65,25,25,20,25,90,1,,"['Acrobatics', 'Agility', 'Bloodlust', 'Cyborgization', 'Dexterity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Disguise Mastery', 'Endurance', 'Jump', 'Longevity', 'Electricity Resistance', 'Explosion Manipulation', 'Regeneration', 'Toxin and Disease Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Winter Soldier', 'Captain America: Winter Soldier (2014)', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'Aleazlllll', 'MoNsTeR', 'Denisegc091477gmailcom', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Winter Soldier,"['Fuerza sobrehumana', 'Brazo biónico', 'Habilidades de combate']",['Programación mental']
Logan,Wolverine,Marvel Cinematic Universe,https://www.superherodb.com/wolverine/10-66814/,70,5,17,35,50,85,1,1,"['Accelerated Healing', 'Berserk Mode', 'Bloodlust', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Heat Resistance', 'Intelligence', 'Jump', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Radiation Immunity', 'Rage Power', 'Reflexes', 'Regeneration', 'Stamina', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Emotional Power Up', 'Fire Resistance', 'Immortality', 'Indomitable Will', 'Invulnerability', 'Mind Control Resistance', 'Pain Suppression', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', ""Mcu Spider-man's Friends And Allies"", 'MoNsTeR', 'Denisegc091477gmailcom', 'Aleazlllll', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Wolverine,"['Regeneración', 'Fuerza sobrehumana']",['Vulnerabilidad emocional']
Wong,Wong,Marvel Cinematic Universe,https://www.superherodb.com/wong/10-13900/,70,5,25,20,75,75,3,3,"['Astral Projection', 'Dimensional Travel', 'Force Fields', 'Illusions', 'Intelligence', 'Magic', 'Master Martial Artist', 'Portal Creation', 'Power Absorption', 'Teleportation', 'Toxin and Disease Resistance', 'Weapon Creation', 'Weapons Master', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Energy Manipulation', 'Enhanced Hearing', 'Enhanced Memory', 'Fire Resistance', 'Heat Resistance', 'Illusion Resistance', 'Magic Resistance', 'Master Tactician', 'Matter Manipulation', 'Mind Control Resistance', 'Multilingualism', 'Radiation Immunity', 'Reality Warping', 'Reflexes', 'Soul Manipulation', 'Spatial Manipulation', 'Time Manipulation Resistance', 'Power Nullifier', 'Vortex Creation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Wong', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Doctor Strange In The Multiverse Of Madness (2022)', ""Mcu Spider-man's Friends And Allies"", 'My Collection', 'Spider-man: No Way Home (2021)', 'MoNsTeR', 'Denisegc091477gmailcom', 'Aleazlllll', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Wong,"['Magia avanzada', 'Conocimiento místico']",['Desconocido']
Darren Cross,YellowJacket,Marvel Cinematic Universe,https://www.superherodb.com/yellowjacket/10-13896/,65,25,25,20,50,30,1,,"['Durability', 'Size Changing', 'Agility', 'Energy Beams', 'Flight', 'Power Suit', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Yellowjacket', 'My Collection', 'Aleazlllll', 'Denisegc091477gmailcom', 'MoNsTeR', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'Hesperus', 'BlotskyA', 'All Users']",Yellowjacket,"['Cambio de tamaño', 'Fuerza incrementada']",['Dependencia de la tecnología del traje']
Yondu,Yondu,Marvel Cinematic Universe,https://www.superherodb.com/yondu/10-13901/,55,5,20,15,20,60,1,,"['Stamina', 'Marksmanship', 'Master Tactician', 'Reflexes', 'Vehicular Mastery', 'Weapons Master', 'Flight', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Yondu', 'My Collection', 'My Favorite Characters ⭐ Pcf Updated', 'Hesperus', 'Denisegc091477gmailcom', 'Aleazlllll', 'MoNsTeR', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'BlotskyA', 'All Users']",Yondu,"['Control sobre su flecha', 'Habilidades de combate']",['Humano sin poderes sobrenaturales']
Zeus,Zeus,Marvel Cinematic Universe,https://www.superherodb.com/zeus/10-29645/,85,100,75,60,90,75,4,4,"['Agility', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Endurance', 'Godly Physiology', 'Heat Resistance', 'Immortality', 'Intelligence', 'Leadership', 'Longevity', 'Marksmanship', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Creation', 'Danmaku', 'Dexterity', 'Dimensional Travel', 'Electro-Magnetism Manipulation', 'Energy Resistance', 'Flight', 'Illusion Resistance', 'Illusions', 'Interstellar Travel', 'Invulnerability', 'Levitation', 'Master Martial Artist', 'Master Tactician', 'Regeneration', 'Spaceflight', 'Teleportation', 'Weapon Creation', 'Weapon Summoning', 'Wind Control', 'Duplication', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Zeus', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Aleazlllll', 'yes', 'TheOld', 'Rajneesh26477gmailcom', 'Manx', 'Tigerking2020', 'aryaba', 'Walid27', 'Ahasan', 'AmalgamComics00', 'NorbertFox', 'lucifermorningstar876', 'JaviChat', 'Ezio', 'BlotskyA', 'All Users']",Zeus,"['Poder divino', 'Inmortalidad']",['Arrogancia']
Gogeta,Gogeta (Super Saiyan 4),Dragon Ball GT,https://www.superherodb.com/gogeta-super-saiyan-4/10-21475/,80,100,100,100,100,100,6,,"['Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Aura', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Danger Sense', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Emotional Power Up', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Explosion Manipulation', 'Extrasensory Perception', 'Flight', 'Fusion', 'Gliding', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Light Control', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Possession Resistance', 'Power Absorption', 'Power Mimicry', 'Power Sense', 'Pressure Points', 'Radiation Immunity', 'Rage Power', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Soul Resistance', 'Spatial Awareness', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Telepathy', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Transformation', 'Vitakinesis', 'Banish', 'Berserk Mode', 'Damage Reduction', 'Energy Absorption', 'Energy Armor', 'Existence Erasure', 'Fearless', 'Fire Resistance', 'Immortality', 'Magic Resistance', 'Multilingualism', 'Pain Suppression', 'Portal Creation', 'Reality Warping Resistance', 'Self-Destruction', 'Self-Sustenance', 'Sonic Scream', 'Spaceflight', 'Spirit Control', 'Stealth', 'Summoning', 'Super Breath', 'Supernatural Condition', 'Time Manipulation Resistance', 'Zenith', 'Animal Oriented Powers', 'Existence Erasure Resistance', 'Force Fields', 'Godly Physiology', 'Immortality Negation', 'Leadership', 'Multiple Limbs', 'Shueisha', 'DBGT - Dragon Ball GT', 'Gogeta', 'Anime', 'Dragon Ball', 'Dragon Ball Fighterz', 'Dragon Ball Gt', 'Dragon Ball Verse Characters', 'Gold Ranked Warriors', 'yes', 'Ezio', 'Walid27', 'JaviChat', 'Hesperus', 'Chronicler', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Gogeta (Super Saiyan 4),"['Fuerza sobrehumana extrema', 'Habilidades de combate', 'Transformaciones Saiyan', 'Fusión']","['Tiempo limitado', 'Consumo de energía', 'Arrogancia']"
Kakarot,Goku (Super Saiyan 3),Dragon Ball GT,https://www.superherodb.com/goku-super-saiyan-3/10-44553/,55,100,100,85,85,100,5,,"['Accelerated Development', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Aura', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Danmaku', 'Dexterity', 'Durability', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Condition', 'Explosion Manipulation', 'Flight', 'Grappling/Climbing', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Illumination', 'Indomitable Will', 'Invulnerability', 'Jump', 'Latent Abilities', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Rage Power', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Super Speed', 'Super Strength', 'Vaporising Beams', 'Weapons Master', 'Adaptation', 'Attack Reflection', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Danger Sense', 'Electricity Resistance', 'Electrokinesis', 'Energy Absorption', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Extrasensory Perception', 'Fire Resistance', 'Levitation', 'Light Control', 'Mind Control Resistance', 'Natural Armor', 'Photographic Reflexes', 'Possession Resistance', 'Power Augmentation', 'Power Sense', 'Pressure Points', 'Radar Sense', 'Reactive Power Level', 'Spatial Awareness', 'Statistics Amplification', 'Teleportation', 'Vision - Night', 'Vision - Telescopic', 'Weather Control', 'Wind Control', 'Accelerated Healing', 'Dimensional Awareness', 'Dimensional Travel', 'Fusion', 'Instinctive Reaction', 'Radiation Immunity', 'Reactive Evolution', 'Regeneration', 'Space Survivability', 'Transformation', 'Shueisha', 'DBGT - Dragon Ball GT', 'Goku', 'yes', 'Ezio', 'Walid27', 'JaviChat', 'Hesperus', 'Chronicler', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Goku (Super Saiyan 3),"['Fuerza sobrehumana', 'Habilidades de combate', 'Técnicas de Ki']","['Consumo de energía', 'Fatiga']"
