nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
Ultron,Ultron,Marvel Cinematic Universe,https://www.superherodb.com/ultron/10-12509/,90,100,50,55,65,85,3,3+,"['Dexterity', 'Durability', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Fire Resistance', 'Gravity Control', 'Hacking', 'Heat Generation', 'Heat Resistance', 'Hive-Mind', 'Information Analysis', 'Information Manipulation', 'Intelligence', 'Intuitive aptitude', 'Longevity', 'Magnetism', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Robotic Engineering', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Technological Possession', 'Technopath/Cyberpath', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Acid Resistants', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Energy Beams', 'Energy Resistance', 'Enhanced Memory', 'Enhanced Sight', 'Flight', 'Inorganic Physiology', 'Jump', 'Levitation', 'Marksmanship', 'Preparation', 'Radiation Immunity', 'Soul Resistance', 'Space Survivability', 'Stealth', 'Telekinesis', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ultron', 'Avengers: Age Of Ultron (2015)', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Ultron
Thor Odinson,Unworthy Thor,Marvel Cinematic Universe,https://www.superherodb.com/unworthy-thor/10-22356/,70,8,11,15,15,75,1,,"['Agility', 'Dexterity', 'Endurance', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Unworthy Thor
Brunnhilde,Valkyrie,Marvel Cinematic Universe,https://www.superherodb.com/valkyrie/10-12730/,65,50,25,35,40,100,2,,"['Corruption Resistance', 'Durability', 'Godly Physiology', 'Intelligence', 'Longevity', 'Master Martial Artist', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Heat Resistance', 'Jump', 'Leadership', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Multilingualism', 'Reflexes', 'Stealth', 'Vehicular Mastery', 'Weapon-based Powers', 'Weapons Master', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Revengers', 'Valkyrie', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'My Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Valkyrie
Vision,Vision,Marvel Cinematic Universe,https://www.superherodb.com/vision/10-12589/,95,90,50,55,80,85,4,,"['Endurance', 'Energy Blasts', 'Flight', 'Hacking', 'Inorganic Physiology', 'Intelligence', 'Invulnerability', 'Levitation', 'Longevity', 'Master Martial Artist', 'Phasing', 'Robotic Engineering', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Acid Resistants', 'Acrobatics', 'Agility', 'Cold Resistance', 'Density Control', 'Dexterity', 'Electricity Resistance', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Information Analysis', 'Intangibility', 'Jump', 'Marksmanship', 'Master Tactician', 'Mind Control Resistance', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Scanning', 'Stealth', 'Transformation', 'Vehicular Mastery', 'Weapons Master', 'Clairvoyance', 'Data Manipulation', 'Energy Beams', 'Radiation Absorption', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers', 'Vision', 'Avengers: Age Of Ultron (2015)', 'Avengers: Infinity War (2018)', 'Mcu Superheroes', 'Movie Heroes', 'My Collection', 'Red Ranked Warriors', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Vision
Volstagg,Volstagg,Marvel Cinematic Universe,https://www.superherodb.com/volstagg/10-14376/,0,0,0,0,0,0,0,,"['Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Volstagg', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Volstagg
Adrian Toomes,Vulture,Marvel Cinematic Universe,https://www.superherodb.com/vulture/10-12593/,60,25,25,15,30,50,1,,"['Intelligence', 'Stamina', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Power Suit', 'Reflexes', 'Stealth', 'Cold Resistance', 'Energy Beams', 'Vision - Night', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Vulture', 'Movie Heroes', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Vulture
Wanda Maximoff,Wanda Maximoff (Pre-WandaVision),Marvel Cinematic Universe,https://www.superherodb.com/wanda-maximoff-pre-wandavision/10-60192/,65,1,25,15,85,55,4,,"['Chaos Magic', 'Emotional Power Up', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Fear Inducement', 'Force Fields', 'Intelligence', 'Magic', 'Mind Control', 'Shockwaves Generation', 'Telekinesis', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Dream Manipulation', 'Endurance', 'Enhanced Condition', 'Explosion Manipulation', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Gadget Usage', 'Heat Generation', 'Hypnokinesis', 'Illumination', 'Illusions', 'Indomitable Will', 'Jump', 'Latent Abilities', 'Levitation', 'Magic Resistance', 'Master Martial Artist', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control Resistance', 'Possession Resistance', 'Probability Manipulation', 'Reflexes', 'Seismic Power', 'Telepathy', 'Telepathy Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Wanda Maximoff (Pre-Wandavision)
James Rhodes,War Machine,Marvel Cinematic Universe,https://www.superherodb.com/war-machine/10-12511/,60,75,30,40,40,65,3,,"['Durability', 'Energy Beams', 'Explosion Manipulation', 'Super Speed', 'Super Strength', 'Vehicular Mastery', 'Agility', 'Cold Resistance', 'Data Manipulation', 'Electricity Absorption', 'Electricity Resistance', 'Energy Absorption', 'Energy Resistance', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Homing Attack', 'Information Analysis', 'Levitation', 'Light Control', 'Master Martial Artist', 'Master Tactician', 'Power Suit', 'Radar Sense', 'Technopath/Cyberpath', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'War Machine', 'Avengers: Age Of Ultron (2015)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",War Machine
Adam Warlock,Warlock,Marvel Cinematic Universe,https://www.superherodb.com/warlock/10-30327/,45,50,25,35,60,60,2,1++,"['Durability', 'Energy Blasts', 'Enhanced Condition', 'Fire Resistance', 'Space Survivability', 'Super Speed', 'Super Strength', 'Acrobatics', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Energy Beams', 'Energy Manipulation', 'Energy Resistance', 'Fearless', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Interstellar Travel', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Accelerated Healing', 'Invulnerability', 'Radiation Immunity', 'Regeneration', 'Stealth', 'Toxin and Disease Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Warlock', 'Mcu Superheroes', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Warlock
Hope Van Dyne,Wasp,Marvel Cinematic Universe,https://www.superherodb.com/wasp/10-13874/,70,1,25,25,35,60,1,,"['Intelligence', 'Size Changing', 'Acrobatics', 'Agility', 'Energy Blasts', 'Flight', 'Gadget Usage', 'Jump', 'Power Suit', 'Stamina', 'Stealth', 'Animal Control', 'Telepathy', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Wasp', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'Mcu Superheroes', 'Movie Heroes', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Wasp
Ivan Vanko,Whiplash,Marvel Cinematic Universe,https://www.superherodb.com/whiplash/10-13895/,70,25,1,5,10,40,1,,"['Durability', 'Intelligence', 'Stamina', 'Agility', 'Dexterity', 'Electrokinesis', 'Endurance', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Energy Constructs', 'Master Tactician', 'Power Sense', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Whiplash', 'Movie Heroes', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Whiplash
Ivan Vanko,Whiplash (Mark II),Marvel Cinematic Universe,https://www.superherodb.com/whiplash-mark-ii/10-16714/,70,40,25,30,35,40,2,,"['Cold Resistance', 'Durability', 'Endurance', 'Heat Generation', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Acid Resistants', 'Agility', 'Dexterity', 'Electricity Resistance', 'Electrokinesis', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Power Suit', 'Reflexes', 'Weapons Master', 'Damage Boost', 'Energy Constructs', 'Master Tactician', 'Power Sense', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Whiplash', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Whiplash Mark II
Bucky Barnes,White Wolf,Marvel Cinematic Universe,https://www.superherodb.com/white-wolf/10-12734/,60,25,20,15,20,75,1,,"['Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Disguise Mastery', 'Jump', 'Vehicular Mastery', 'Accelerated Healing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'White Wolf', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",White Wolf
Bucky Barnes,Winter Soldier,Marvel Cinematic Universe,https://www.superherodb.com/winter-soldier/10-12728/,65,25,25,20,25,90,1,,"['Acrobatics', 'Agility', 'Bloodlust', 'Cyborgization', 'Dexterity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Disguise Mastery', 'Endurance', 'Jump', 'Longevity', 'Electricity Resistance', 'Explosion Manipulation', 'Regeneration', 'Toxin and Disease Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Winter Soldier', 'Captain America: Winter Soldier (2014)', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Winter Soldier
Logan,Wolverine,Marvel Cinematic Universe,https://www.superherodb.com/wolverine/10-66814/,70,5,17,35,50,85,1,1,"['Accelerated Healing', 'Berserk Mode', 'Bloodlust', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Heat Resistance', 'Intelligence', 'Jump', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Radiation Immunity', 'Rage Power', 'Reflexes', 'Regeneration', 'Stamina', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Emotional Power Up', 'Fire Resistance', 'Immortality', 'Indomitable Will', 'Invulnerability', 'Mind Control Resistance', 'Pain Suppression', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', ""Mcu Spider-man's Friends And Allies"", 'Mcu Superheroes', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Wolverine
Wong,Wong,Marvel Cinematic Universe,https://www.superherodb.com/wong/10-13900/,70,5,25,20,75,75,3,3,"['Astral Projection', 'Dimensional Travel', 'Force Fields', 'Illusions', 'Intelligence', 'Magic', 'Master Martial Artist', 'Portal Creation', 'Power Absorption', 'Teleportation', 'Toxin and Disease Resistance', 'Weapon Creation', 'Weapons Master', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Energy Manipulation', 'Enhanced Hearing', 'Enhanced Memory', 'Fire Resistance', 'Heat Resistance', 'Illusion Resistance', 'Magic Resistance', 'Master Tactician', 'Matter Manipulation', 'Mind Control Resistance', 'Multilingualism', 'Radiation Immunity', 'Reality Warping', 'Reflexes', 'Soul Manipulation', 'Spatial Manipulation', 'Time Manipulation Resistance', 'Power Nullifier', 'Vortex Creation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Wong', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Doctor Strange In The Multiverse Of Madness (2022)', ""Mcu Spider-man's Friends And Allies"", 'My Collection', 'Spider-man: No Way Home (2021)', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Wong
Darren Cross,YellowJacket,Marvel Cinematic Universe,https://www.superherodb.com/yellowjacket/10-13896/,65,25,25,20,50,30,1,,"['Durability', 'Size Changing', 'Agility', 'Energy Beams', 'Flight', 'Power Suit', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Yellowjacket', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Yellowjacket
Yondu,Yondu,Marvel Cinematic Universe,https://www.superherodb.com/yondu/10-13901/,55,5,20,15,20,60,1,,"['Stamina', 'Marksmanship', 'Master Tactician', 'Reflexes', 'Vehicular Mastery', 'Weapons Master', 'Flight', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Yondu', 'My Collection', 'My Favorite Characters ⭐ Pcf Updated', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Yondu
Zeus,Zeus,Marvel Cinematic Universe,https://www.superherodb.com/zeus/10-29645/,85,100,75,60,90,75,4,4,"['Agility', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Endurance', 'Godly Physiology', 'Heat Resistance', 'Immortality', 'Intelligence', 'Leadership', 'Longevity', 'Marksmanship', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Creation', 'Danmaku', 'Dexterity', 'Dimensional Travel', 'Electro-Magnetism Manipulation', 'Energy Resistance', 'Flight', 'Illusion Resistance', 'Illusions', 'Interstellar Travel', 'Invulnerability', 'Levitation', 'Master Martial Artist', 'Master Tactician', 'Regeneration', 'Spaceflight', 'Teleportation', 'Weapon Creation', 'Weapon Summoning', 'Wind Control', 'Duplication', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Zeus', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Zeus
