,nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
138,Peter Quill,Star-Lord (Celestial Power),Marvel Cinematic Universe,https://www.superherodb.com/star-lord-celestial-power/10-15124/,70,100,25,70,90,65,4,4,"['Accelerated Development', 'Accelerated Healing', 'Durability', 'Endurance', 'Energy Manipulation', 'Energy Resistance', 'Matter Manipulation', 'Molecular Manipulation', 'Regeneration', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Vehicular Mastery', 'Weapons Master', 'Agility', 'Animation', 'Cold Resistance', 'Corruption Resistance', 'Curse Resistance', 'Dexterity', 'Element Control', 'Energy Blasts', 'Fire Resistance', 'Flight', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Immortality', 'Invulnerability', 'Jump', 'Latent Abilities', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Projection', 'Radiation Immunity', 'Reality Warping Resistance', 'Still Force', 'Toxin and Disease Resistance', 'Vision - Thermal', 'Water Control', 'Aura', 'Creation', 'Illusions', 'Light Control', 'Self-Sustenance', 'Wishing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Star-Lord', 'Chronicler', 'Ahasan', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Star-Lord (Celestial Power)
139,Peter Quill,Star-Lord,Marvel Cinematic Universe,https://www.superherodb.com/star-lord/10-12500/,70,15,25,10,35,60,1,1+,"['Accelerated Healing', 'Enhanced Thievery', 'Leadership', 'Stamina', 'Super Speed', 'Super Strength', 'Vehicular Mastery', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Gadget Usage', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Regeneration', 'Social Influencing', 'Stealth', 'Cold Resistance', 'Energy Beams', 'Explosion Manipulation', 'Flight', 'Gravity Control', 'Immortality', 'Interstellar Travel', 'Omnilingualism', 'Plasma Manipulation', 'Power Suit', 'Space Survivability', 'Vision - Thermal', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Star-Lord', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', ""Mcu Spider-man's Friends And Allies"", 'Mcu Superheroes', 'My Collection', 'Roleplaying Collection', 'Chronicler', 'Ahasan', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Star-Lord
140,Cassie Lang,Stature,Marvel Cinematic Universe,https://www.superherodb.com/stature/10-29514/,85,1,25,40,20,70,1,,"['Acrobatics', 'Agility', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Stature', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Stature
141,Surtur,Surtur,Marvel Cinematic Universe,https://www.superherodb.com/surtur/10-12718/,75,100,25,45,75,90,3,,"['Accelerated Healing', 'Acid Resistants', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Explosion Manipulation', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Immortality', 'Invulnerability', 'Large Size', 'Master Martial Artist', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Strength', 'Toxin and Disease Resistance', 'Awakened Power', 'Curse Resistance', 'Disguise Resistance', 'Fusion', 'Inorganic Physiology', 'Jump', 'Longevity', 'Magic Resistance', 'Magma Manipulation', 'Master Tactician', 'Mind Control Resistance', 'Regeneration', 'Size Changing', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Surtur', 'My Collection', 'Red Ranked Warriors', 'Thor: Ragnarok (2017) 🔨🌩', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Surtur
142,Groot,Swole Groot,Marvel Cinematic Universe,https://www.superherodb.com/swole-groot/10-62230/,45,35,20,35,55,60,1,,"['Accelerated Development', 'Accelerated Healing', 'Durability', 'Elasticity', 'Endurance', 'Gliding', 'Regeneration', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Gadget Usage', 'Illumination', 'Jump', 'Marksmanship', 'Plant Control', 'Reflexes', 'Resurrection', 'Size Changing', 'Toxin and Disease Resistance', 'Berserk Mode', 'Dexterity', 'Energy Resistance', 'Heat Resistance', 'Invulnerability', 'Multilingualism', 'Radiation Immunity', 'Self-Sustenance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Swole Groot
143,Talos,Talos The Untamed,Marvel Cinematic Universe,https://www.superherodb.com/talos-the-untamed/10-16680/,65,13,17,15,50,50,1,,"['Durability', 'Shapeshifting', 'Stamina', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Heat Resistance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stealth', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'My Collection', 'NorbertFox', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Talos the Untamed
144,Antonia Dreykov,Taskmaster,Marvel Cinematic Universe,https://www.superherodb.com/taskmaster/10-18385/,60,8,8,10,15,100,1,,"['Acrobatics', 'Agility', 'Durability', 'Enhanced Sight', 'Intelligence', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Photographic Reflexes', 'Reflexes', 'Stamina', 'Stealth', 'Swordsmanship', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master', 'Endurance', 'Vision - Thermal', 'Cold Resistance', 'Energy Resistance', 'Explosion Manipulation', 'Fire Resistance', 'Heat Resistance', 'Master Tactician', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Taskmaster', 'My Collection', 'Rotemeg', 'NorbertFox', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Taskmaster
145,Groot,Teenage Groot,Marvel Cinematic Universe,https://www.superherodb.com/teenage-groot/10-12605/,45,25,6,15,35,20,1,,"['Durability', 'Regeneration', 'Stamina', 'Super Strength', 'Accelerated Healing', 'Cold Resistance', 'Plant Control', 'Agility', 'Berserk Mode', 'Electricity Resistance', 'Jump', 'Self-Sustenance', 'Space Survivability', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Guardians of the Galaxy', 'Groot', 'Avengers: Infinity War (2018)', 'NorbertFox', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Teenage Groot
146,Thanos,Thanos,Marvel Cinematic Universe,https://www.superherodb.com/thanos/10-12505/,95,100,25,55,70,100,4,4,"['Acid Resistants', 'Agility', 'Cold Resistance', 'Dexterity', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Condition', 'Fearless', 'Fire Resistance', 'Gadget Usage', 'Heat Resistance', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Jump', 'Leadership', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Pain Suppression', 'Preparation', 'Radiation Immunity', 'Reflexes', 'Seismic Power', 'Self-Sustenance', 'Shockwaves Generation', 'Social Influencing', 'Space Survivability', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Attack Reflection', 'Berserk Mode', 'Dimensional Awareness', 'Disguise Resistance', 'Durability Negation', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fear Inducement', 'Godly Physiology', 'Illusion Resistance', 'Information Analysis', 'Insanity', 'Intimidation', 'Intuitive aptitude', 'Mind Control Resistance', 'Multilingualism', 'Robotic Engineering', 'Stealth', 'Summoning', 'Telepathy Resistance', 'Weapon Summoning', 'Attack Negation', 'Bullet Time', 'Large Size', 'Regeneration', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Thanos', 'Avengers: Age Of Ultron (2015)', 'Avengers: Endgame (2019)', 'Enderman Endy Villain That Make Endy Fight The True Villain', 'Movie Heroes', 'My Collection', 'Red Ranked Warriors', 'Roleplaying Collection', 'Rotemeg', 'NorbertFox', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Thanos
147,Thanos,Thanos (Infinity Gauntlet),Marvel Cinematic Universe,https://www.superherodb.com/thanos-infinity-gauntlet/10-14396/,95,100,100,100,100,100,6,6++,"['Afterimage Creation', 'Agility', 'Astral Projection', 'Astral Trap', 'Black Hole Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption Resistance', 'Creation', 'Curse Resistance', 'Death Manipulation', 'Deconstruction', 'Dream Manipulation', 'Durability', 'Electricity Resistance', 'Element Control', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Entropy Projection', 'Existence Erasure', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Fire Control', 'Fire Resistance', 'Force Fields', 'Fusion', 'Heat Generation', 'Heat Resistance', 'Illusions', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Life Manipulation', 'Magic Resistance', 'Master Martial Artist', 'Master Tactician', 'Matter Manipulation', 'Mind Control', 'Mind Control Resistance', 'Necromancy', 'Portal Creation', 'Possession Resistance', 'Power Absorption', 'Power Nullifier', 'Projection', 'Radiation Immunity', 'Reality Warping', 'Resurrection', 'Sealing', 'Soul Manipulation', 'Soul Resistance', 'Spatial Manipulation', 'Statistics Amplification', 'Telekinesis', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Vibration Manipulation', 'Weapons Master', 'Acausality', 'Accelerated Healing', 'Animal Control', 'Antimatter Manipulation', 'Attack Reflection', 'Banish', 'Bullet Time', 'Death Touch', 'Dexterity', 'Dimensional Travel', 'Fate Manipulation', 'Gravity Control', 'Illusion Resistance', 'Matter Absorption', 'Molecular Manipulation', 'Pain Manipulation', 'Petrification', 'Physics Manipulation', 'Pocket Dimensions', 'Power Absorption Immunity', 'Precognition', 'Purification', 'Radiation Absorption', 'Radiation Control', 'Reality Warping Resistance', 'Regeneration', 'Seismic Power', 'Shockwaves Generation', 'Telepathy', 'Time Travel', 'Transformation', 'Umbrakinesis', 'Vehicular Mastery', 'Vortex Creation', 'Weather Control', 'Wind Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Thanos', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Movie Heroes', 'Roleplaying Collection', 'NorbertFox', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Thanos (Infinity Gauntlet)
148,Taneleer Tivan,The Collector,Marvel Cinematic Universe,https://www.superherodb.com/the-collector/10-14395/,80,1,6,20,10,50,0,,"['Durability', 'Immortality', 'Intelligence', 'Berserk Mode', 'Insanity', 'Reflexes', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers: Infinity War (2018)', 'My Collection', 'NorbertFox', 'Rotemeg', 'Chronicler', 'Ahasan', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",The Collector
149,Skurge,The Executioner,Marvel Cinematic Universe,https://www.superherodb.com/the-executioner/10-13972/,55,13,11,15,20,60,1,,"['Stamina', 'Endurance', 'Weapons Master', 'Reflexes', 'Swordsmanship', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Executioner', 'My Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'NorbertFox', 'Ahasan', 'Rotemeg', 'Chronicler', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",The Executioner
150,En Dwi Gast,The Grandmaster,Marvel Cinematic Universe,https://www.superherodb.com/the-grandmaster/10-13893/,80,1,1,10,10,50,1,,"['Intelligence', 'Longevity', 'Master Tactician', 'Weapons Master', 'Gadget Usage', 'Immortality', 'Technological Possession', 'Berserk Mode', 'Preparation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'My Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'NorbertFox', 'Ahasan', 'Rotemeg', 'Chronicler', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",The Grandmaster
151,,The Great Protector,Marvel Cinematic Universe,https://www.superherodb.com/the-great-protector/10-32202/,65,75,25,35,80,60,3,,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Clairvoyance', 'Cold Resistance', 'Durability', 'Endurance', 'Intelligence', 'Large Size', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Underwater breathing', 'Water Control', 'Accelerated Healing', 'Danger Sense', 'Electricity Resistance', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Illumination', 'Immortality', 'Invulnerability', 'Latent Abilities', 'Magic', 'Power Augmentation', 'Power Bestowal', 'Radiation Immunity', 'Regeneration', 'Wind Control', 'Animal Control', 'Corruption Resistance', 'Non-Physical Interaction', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'NorbertFox', 'Ahasan', 'Rotemeg', 'Chronicler', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",The Great Protector
152,Frank Castle,The Punisher,Marvel Cinematic Universe,https://www.superherodb.com/the-punisher/10-12596/,75,9,17,14,10,90,1,1,"['Durability', 'Endurance', 'Intelligence', 'Intimidation', 'Marksmanship', 'Master Martial Artist', 'Master Survivor', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Agility', 'Fear Inducement', 'Fearless', 'Indomitable Will', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Punisher', 'Mcu Superheroes', 'Movie Heroes', 'My Favorite Characters ⭐ Pcf Updated', 'Roleplaying Collection', 'White Ranked Warriors', 'NorbertFox', 'Chronicler', 'Ahasan', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",The Punisher
153,,Thena,Marvel Cinematic Universe,https://www.superherodb.com/thena/10-26897/,70,45,14,45,70,90,3,,"['Acid Resistants', 'Acrobatics', 'Cold Resistance', 'Durability', 'Endurance', 'Heat Resistance', 'Intelligence', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Super Strength', 'Swordsmanship', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Attack Reflection', 'Dexterity', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Memory', 'Fire Resistance', 'Immortality', 'Inorganic Physiology', 'Jump', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Soul Resistance', 'Weapon Creation', 'Weapon Summoning', 'Weapon-based Powers', 'Animation', 'Electricity Resistance', 'Illumination', 'Reality Warping Resistance', 'Time Manipulation Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Thena', 'Mcu Superheroes', 'NorbertFox', 'Ahasan', 'Chronicler', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Thena
154,Thor Odinson,Thor (Pre-Ragnarok),Marvel Cinematic Universe,https://www.superherodb.com/thor-pre-ragnarok/10-19622/,65,100,85,55,75,90,4,,"['Acid Resistants', 'Agility', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Godly Physiology', 'Heat Resistance', 'Intelligence', 'Longevity', 'Reflexes', 'Regeneration', 'Shockwaves Generation', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon Summoning', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Acrobatics', 'Attack Reflection', 'Berserk Mode', 'Cloth Manipulation', 'Cold Resistance', 'Dexterity', 'Electrical Transport', 'Emotional Power Up', 'Energy Absorption', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Touch', 'Flight', 'Heat Generation', 'Illumination', 'Immortality', 'Indomitable Will', 'Invulnerability', 'Jump', 'Levitation', 'Light Control', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Pain Suppression', 'Precognition', 'Radiation Immunity', 'Rage Power', 'Self-Sustenance', 'Soul Resistance', 'Spaceflight', 'Stealth', 'Summoning', 'Swordsmanship', 'Terrakinesis', 'Toxin and Disease Resistance', 'Vortex Creation', 'Weapon-based Powers', 'Wind Control', 'Danmaku', 'Power Bestowal', 'Reality Warping Resistance', 'Water Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Thor', 'Red Ranked Warriors', 'Roleplaying Collection', 'Ahasan', 'NorbertFox', 'Chronicler', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Thor (Pre-Ragnarok)
155,Thor Odinson,Thor (Awakened),Marvel Cinematic Universe,https://www.superherodb.com/thor-awakened/10-60711/,70,100,50,65,85,95,4,,"['Accelerated Healing', 'Agility', 'Awakened Power', 'Cold Resistance', 'Dexterity', 'Durability', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Blasts', 'Enhanced Condition', 'Fire Resistance', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Jump', 'Magic', 'Master Martial Artist', 'Odin Force', 'Precognition', 'Radiation Immunity', 'Reflexes', 'Shockwaves Generation', 'Space Survivability', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Weather Control', 'Wind Control', 'Acid Resistants', 'Acrobatics', 'Cloth Manipulation', 'Electricity Resistance', 'Emotional Power Up', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Fear Inducement', 'Illumination', 'Immortality', 'Invulnerability', 'Longevity', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Mind Control Resistance', 'Pain Suppression', 'Power Augmentation', 'Power Bestowal', 'Rage Power', 'Regeneration', 'Self-Sustenance', 'Social Influencing', 'Stealth', 'Swordsmanship', 'Terrakinesis', 'Clairvoyance', 'Durability Negation', 'Illusion Resistance', 'Light Control', 'Reality Warping Resistance', 'Water Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Revengers', 'Thor', 'Ahasan', 'NorbertFox', 'Chronicler', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Thor (Awakened)
156,Thor Odinson,Thor,Marvel Cinematic Universe,https://www.superherodb.com/thor/10-12497/,70,100,85,70,90,95,5,4++,"['Accelerated Healing', 'Agility', 'Berserk Mode', 'Bloodlust', 'Cloth Manipulation', 'Cold Resistance', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Condition', 'Fearless', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Leadership', 'Longevity', 'Magic', 'Marksmanship', 'Master Martial Artist', 'Multilingualism', 'Odin Force', 'Portal Creation', 'Power Augmentation', 'Reflexes', 'Seismic Power', 'Self-Sustenance', 'Shockwaves Generation', 'Social Influencing', 'Space Survivability', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapon Summoning', 'Weapons Master', 'Weather Control', 'Wind Control', 'Accelerated Development', 'Acid Resistants', 'Acrobatics', 'Adaptation', 'Animal Control', 'Aura', 'Awakened Power', 'Cosmic Awareness', 'Dimensional Awareness', 'Durability Negation', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Emotional Power Up', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Explosion Manipulation', 'Fear Inducement', 'Force Fields', 'Gadget Usage', 'Godly Physiology', 'Illumination', 'Immortality', 'Intangibility', 'Levitation', 'Light Control', 'Magic Resistance', 'Master Tactician', 'Pain Suppression', 'Power Bestowal', 'Precognition', 'Radiation Immunity', 'Rage Power', 'Reality Warping Resistance', 'Regeneration', 'Resurrection', 'Statistics Amplification', 'Summoning', 'Terrakinesis', 'Transmutation Immunity', 'Vehicular Mastery', 'Vibration Manipulation', 'Vortex Creation', 'Weapon-based Powers', 'Banish', 'Changing Armor', 'Clairvoyance', 'Corruption', 'Corruption Resistance', 'Fire Control', 'Illusion Resistance', 'Immortality Negation', 'Sealing', 'Telekinesis', 'Vitakinesis', 'Weapon Creation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers', 'S.W.O.R.D.', 'Thor', ""All The Characters I've Edited"", 'Avengers: Age Of Ultron (2015)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Favorite Characters (blotsky)', 'Favorite Characters (mrjaeger07)', 'Favorite Characters (spectral_supernova)', 'Favorite Characters (supremedreams)', 'Mcu Superheroes', 'Movie Heroes', 'My Collection', 'My Favorite Characters ⭐ Pcf Updated', 'Red Ranked Warriors', 'Roleplaying Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'Thor: The Dark World (2013)', 'Ezio', 'Ahasan', 'NorbertFox', 'Chronicler', 'Rotemeg', 'BlotskyA', 'yes', 'MoNsTeR', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'All Users']",Thor
