Heroe 1,Heroe 2,Resultado_Comics,Resultado_Peliculas,Resultado_Combinado
Luke Cage,Iron Man,1,2,1
Baby Groot,Darkseid,1,2,1
Leo Fitz,Hawkman,1,2,1
Katana,Dar-Benn,2,1,2
Huntress,Sersi (Uni-Mind),1,2,1
Black Widow,Proxima Midnight,2,1,2
Deadshot,Ayo,1,2,1
Hespera,Ghost Rider,2,1,2
Thanos,MODOK,2,1,2
Doctor Fate,Corvus Glaive,1,2,1
Ancient One (Time Stone),Black Widow (Variant),2,1,2
Fandral,Black Adam,2,1,2
The Flash,Thor,1,2,1
Bullseye,Wolverine,1,2,1
Nebula,Atom Smasher,1,2,1
Pepper Potts (Extremis),Thor (Awakened),1,2,1
Abomination,Agatha Harkness,2,1,2
Quicksilver,Sol Soria,1,2,1
MBaku,Ant-Man,2,1,2
Leo Fitz,The Flash,1,2,1
Yellowjacket,Thor (Pre-Ragnarok),1,2,1
Leo Fitz,Spider-Man,2,1,2
Outrider,White Dragon,1,2,1
Black Bolt,Thanos (Infinity Gauntlet),2,1,2
Thor (Pre-Ragnarok),Thena,2,1,2
Gorr the God Butcher,Vision,2,1,2
Nomad,King Shark,1,2,1
Faora,Stature,1,2,1
Captain Carter (Earth-838),Ratcatcher,2,1,2
Malekith (Reality Stone),Ares,1,2,1
Nick Fury,Deathlok,2,1,2
She-Hulk,War Machine,1,2,1
Spectral Vision,Winter Soldier,2,1,2
Doomsday,General Zod,1,2,1
Gargantos,Ancient One (Time Stone),2,1,2
Nam-Ek,Vigilante,2,1,2
Taskmaster,Drax the Destroyer,2,1,2
Nick Fury,Ikaris,2,1,2
Ronin,Loki,1,2,1
Sol Soria,Hawkeye (Variant),2,1,2
Moon Knight,Mr. Knight,1,2,1
Queen Hippolyta,General Zod,2,1,2
Valkyrie,Captain America (Worthy),2,1,2
Hawkeye,Malekith (Reality Stone),1,2,1
Gravik,Swole Groot,1,2,1
Philippus,Kro,1,2,1
Captain America,Hawkeye (Variant),1,2,1
Winter Soldier,Starro,1,2,1
Cassandra Cain,Sersi,1,2,1
Captain America (Worthy),Ronin,1,2,1
Jessica Jones,Captain America,1,2,1
Arishem the Judge,Darkseid,1,2,1
Nomad,Arishem the Judge,2,1,2
Crossbones,Drax the Destroyer,1,2,1
Huntress,Mister Zsasz,2,1,2
Mandarin,Red Skull,2,1,2
Gamora,Cheetah,2,1,2
Lex Luthor,Killian,1,2,1
Heimdall,King Nereus,1,2,1
Luke Cage,Groot,1,2,1
King Nereus,Ajak,1,2,1
Nuidis Vulko,Iron Man (Hulkbuster),2,1,2
Penthesileia,Vigilante,1,2,1
Mighty Thor,MBaku,1,2,1
Black Bolt,Captain America (Worthy),1,2,1
War Machine,Star-Lord (Celestial Power),2,1,2
The Flash,Karathen,2,1,2
Ares,Quake,2,1,2
Mandarin,Eternity,1,2,1
Captain America,Hawkman,2,1,2
White Dragon,Mr. Knight,1,2,1
Leviathan,The Grandmaster,2,1,2
Nam-Ek,Black Adam,2,1,2
Cassandra Cain,Iron Fist,2,1,2
Iron Man (MK 1),Wong,2,1,2
Okoye,Bucky Barnes,1,2,1
Aquaman,Killian,2,1,2
Drax the Destroyer,Sinister Strange,2,1,2
Lust,Luke Cage,1,2,1
Queen Hippolyta,Ronan the Accuser,1,2,1
Valkyrie,Vigilante,1,2,1
Malekith (Reality Stone),Hawkeye (Variant),2,1,2
Taskmaster,Mantis,2,1,2
Loki (Mind Stone),Black Adam,1,2,1
Ronan the Accuser (Power Stone),Ebony Maw,1,2,1
Deathlok,Ratcatcher,2,1,2
Judomaster,Black Adam,2,1,2
Wonder Woman,Malekith (Reality Stone),2,1,2
Wolverine,Kurse,2,1,2
Huntress,Mr. Fantastic (Earth-838),2,1,2
Huntress,Ronin,1,2,1
Darkseid,Namor,1,2,1
Doctor Sivana,The Executioner,1,2,1
Whiplash Mark II,Iron Spider,2,1,2
Killian,Quicksilver,1,2,1
Cheetah,Incubus,2,1,2
Kaecilius,Spider-Man,2,1,2
Parademon,Ratcatcher,2,1,2
Ms. America,Nam-Ek,2,1,2
Gamora,Ego,2,1,2
Mighty Thor,Sinister Strange,1,2,1
Zeus,Yellowjacket,2,1,2
Shang-Chi,She-Hulk,2,1,2
Aquaman,Ancient One,2,1,2
Sabbac,Groot,2,1,2
Taskmaster,Mighty Thor,1,2,1
Photon,Iron Man (Hulkbuster),2,1,2
Cyborg,Queen Hippolyta,1,2,1
Lust,Star-Lord,1,2,1
The Executioner,Kurse,1,2,1
Teenage Groot,Rocket Raccoon,1,2,1
Freddy Freeman,Outrider,2,1,2
Lex Luthor,Okoye,2,1,2
Luke Cage,Aquaman,1,2,1
Supergirl,Shazam,2,1,2
Korg,Thanos,2,1,2
Whiplash,Daredevil,1,2,1
Spectral Vision,Rick Flag,2,1,2
Malekith,Darkseid,2,1,2
Hulk (Stark Gauntlet),Fenris,2,1,2
Odin,Hawkeye (Variant),2,1,2
Thena,Warlock,2,1,2
The Executioner,Ultron,1,2,1
Shuri,Baron Zemo,1,2,1
Slipknot,Rick Flag,1,2,1
Okoye,Malekith (Reality Stone),2,1,2
Ghost,Spider-Man,1,2,1
Mysterio,Lady Loki,1,2,1
Superman,Wrath,1,2,1
Quicksilver,Nam-Ek,1,2,1
Captain Boomerang,Sabbac,1,2,1
Iron Man,Bloodsport,1,2,1
Chitauri Footsoldier,Iron Man (Stark Gauntlet),1,2,1
Captain America (Worthy),Spider-Man,2,1,2
Black Widow (Variant),Katana,1,2,1
Parademon,Black Widow (Variant),2,1,2
Doctor Strange,Sif,1,2,1
War Machine,Iron Man,1,2,1
Jemiah the Analyzer,Star-Lord (Celestial Power),1,2,1
The Flash,Green Lantern,1,2,1
Ajak,Kingpin,2,1,2
Red Skull,Wrath,2,1,2
Heimdall,Crossbones,2,1,2
Envy,Dormammu,2,1,2
Thor (Awakened),Star-Lord (Celestial Power),2,1,2
Katana,Ajak,1,2,1
Mighty Thor,Green Lantern,1,2,1
T.D.K.,Philippus,2,1,2
Hulk (Stark Gauntlet),Kurse,1,2,1
Whiplash,Black Panther (Variant),1,2,1
Luke Cage,Thor (Awakened),1,2,1
Ronan the Accuser (Power Stone),Supergirl,2,1,2
The Flash,Black Bolt (Earth-838),2,1,2
Nebula,Ayo,1,2,1
Bullseye,Corvus Glaive,1,2,1
Kid Loki,Baron Mordo,2,1,2
Starro,Ms. Marvel,2,1,2
Malekith (Reality Stone),Ronan the Accuser (Power Stone),1,2,1
Captain America (Worthy),Cassandra Cain,2,1,2
Loki (Variant L1130),Corvus Glaive,2,1,2
Queen Atlanna,Bucky Barnes,2,1,2
Spider-Man,Cyclone,2,1,2
Korg,Ghost,1,2,1
Huntress,Thor,1,2,1
Doomsday,Cassandra Cain,2,1,2
Giant-Man,Elektra,1,2,1
Cull Obsidian,Shazam,1,2,1
Black Panther (Variant),Winter Soldier,2,1,2
Kro,Vulture,2,1,2
Odin,Philippus,1,2,1
Loki (Variant L1130),Cheetah,2,1,2
Peacemaker,Sif,2,1,2
The Flash,Baron Zemo,1,2,1
Leo Fitz,Arishem the Judge,1,2,1
Mantis,Atom Smasher,1,2,1
Cheetah,Sinister Strange,1,2,1
Mantis,Hulk,2,1,2
The Executioner,Red Skull (Stonekeeper),2,1,2
Yellowjacket,Savant,2,1,2
Crossbones,Nomad,1,2,1
Rocket Raccoon,Giah,2,1,2
Rick Flag,Black Canary,2,1,2
Wasp,Swole Groot,2,1,2
Black Adam,Mister Zsasz,1,2,1
Cyclone,King Shark,2,1,2
Corvus Glaive,Freddy Freeman,2,1,2
Mysterio,King Shark,1,2,1
Rescue,Harley Quinn,2,1,2
Leviathan,Thanos (Infinity Gauntlet),1,2,1
Starro,Doctor Sivana,1,2,1
Iron Monger,Gilgamesh,2,1,2
Ego,Sersi (Uni-Mind),1,2,1
Nick Fury,Doctor Fate,1,2,1
Star-Lord (Celestial Power),Vigilante,2,1,2
Ares,Black Widow,2,1,2
Heimdall,Rescue,1,2,1
Kro,Loki,1,2,1
Surtur,Photon,1,2,1
Iron Spider,Daredevil,1,2,1
Red Skull (Stonekeeper),Moon Knight,1,2,1
Killian,Huntress,1,2,1
Elektra,Ajak,2,1,2
Leviathan,Doomsday,2,1,2
Red Guardian,Superman,2,1,2
Bucky Barnes,Phastos,2,1,2
Kurse,Wonder Woman,1,2,1
Nebula,Quake,1,2,1
Warlock,Gravik,1,2,1
Baron Zemo,Drax the Destroyer,2,1,2
Doctor Sivana,El Diablo,1,2,1
Darkseid,Mighty Thor,1,2,1
The Collector,King Nereus,1,2,1
Heimdall,Gilgamesh,1,2,1
Moon Knight,Ronan the Accuser (Power Stone),1,2,1
Loki,Iron Man,2,1,2
Ms. America,Iron Fist,2,1,2
The Flash,Jemiah the Analyzer,1,2,1
Ares,Falcon,2,1,2
Black Canary,Vigilante,2,1,2
Thena,The Executioner,1,2,1
Mera,Thor (Pre-Ragnarok),1,2,1
Makkari,Parademon,1,2,1
Hawkeye,White Dragon,1,2,1
Heimdall,High Evolutionary,1,2,1
Talos the Untamed,Steppenwolf,2,1,2
Judomaster,Teenage Groot,2,1,2
Swole Groot,The Flash,1,2,1
Kid Loki,Captain Boomerang,1,2,1
Savant,Kang the Conqueror,1,2,1
Nebula,Peacemaker,2,1,2
Sabbac,Parademon,2,1,2
Odin,Ajak,1,2,1
Teenage Groot,Black Widow,1,2,1
MODOK,Jor-El,1,2,1
Wrath,Loki (Keeper of the Multiverse),1,2,1
Quicksilver,Aquaman,2,1,2
Ronin,Ocean Master,1,2,1
Killmonger,Red Skull,1,2,1
Drax the Destroyer,Killer Croc,1,2,1
Thanos (Infinity Gauntlet),Thor (Awakened),1,2,1
Thor (Awakened),Thena,1,2,1
Rescue,Fenris,1,2,1
Surtur,Red Skull (Stonekeeper),2,1,2
Ghost,Smart Hulk,1,2,1
Leo Fitz,Judomaster,1,2,1
Nam-Ek,Talos the Untamed,2,1,2
Sersi (Uni-Mind),Freddy Freeman,2,1,2
Huntress,Fat Thor,2,1,2
Yellowjacket,Cyborg,2,1,2
Malekith,Joker,2,1,2
Mandarin,King Nereus,1,2,1
Yondu,Queen Atlanna,2,1,2
Hela,Odin,2,1,2
Judomaster,Ronan the Accuser (Power Stone),1,2,1
Karathen,Destroyer,2,1,2
Malekith (Reality Stone),Black Widow (Variant),1,2,1
Aquaman,Hespera,1,2,1
Korath the Pursuer,Malekith (Reality Stone),1,2,1
Okoye,Sol Soria,2,1,2
Shang-Chi,Loki (Keeper of the Multiverse),1,2,1
Nuidis Vulko,Whiplash,2,1,2
Black Mask,Doctor Strange,2,1,2
Freddy Freeman,Heimdall,2,1,2
Ms. America,Loki (Mind Stone),1,2,1
Cull Obsidian,Drax the Destroyer,2,1,2
Malekith (Reality Stone),Ghost,2,1,2
Pepper Potts (Extremis),Black Widow,1,2,1
Moon Knight,Ms. Marvel,1,2,1
Ratcatcher,El Diablo,2,1,2
Ancient One,Black Panther (Variant),1,2,1
Lady Loki,MBaku,2,1,2
Black Mask,Killmonger,2,1,2
Slipknot,Scarlet Witch,1,2,1
Sif,Captain Boomerang,2,1,2
Wonder Woman,Gravik,2,1,2
Black Adam,Aquaman,1,2,1
The Grandmaster,Faora,1,2,1
The Punisher,Doomsday,1,2,1
Captain America (Worthy),Ultron,2,1,2
Wonder Woman,Baron Mordo,1,2,1
Vigilante,Eternity,2,1,2
Deadshot,Phastos,2,1,2
Hespera,Sif,1,2,1
Gilgamesh,Agatha Harkness,1,2,1
The Great Protector,Gravik,2,1,2
Joker,Lex Luthor,1,2,1
Ancient One (Time Stone),Ant-Man,1,2,1
Dark Flash,Eternity,2,1,2
Kaecilius,Arishem the Judge,1,2,1
Rick Flag,Black Mask,2,1,2
The Grandmaster,Cull Obsidian,1,2,1
Black Widow (Variant),Nick Fury,1,2,1
Starro,Eternity,2,1,2
Ultron,Ironheart,1,2,1
Pepper Potts (Extremis),Loki (King of Asgard),2,1,2
Luke Cage,Lady Loki,1,2,1
Hela,Batman,2,1,2
Rick Flag,Iron Fist,2,1,2
Quake,Outrider,2,1,2
Incubus,Cassandra Cain,1,2,1
Outrider,Kingpin,2,1,2
Wolverine,Ronan the Accuser,2,1,2
Mandarin,General Zod,1,2,1
Nam-Ek,Parademon,2,1,2
Black Panther (Variant),Ms. Marvel,1,2,1
Baron Zemo,Faora,1,2,1
Ayo,Hawkeye (Variant),1,2,1
Baron Zemo,Leviathan,2,1,2
Ms. Marvel,Moon Knight,1,2,1
Mr. Knight,Wong,2,1,2
Loki (Keeper of the Multiverse),Wonder Woman,2,1,2
Gorr the God Butcher,Judomaster,2,1,2
Whiplash,Giant-Man,2,1,2
Bloodsport,Daredevil,2,1,2
Outrider,Talos the Untamed,2,1,2
Zeus,Deathlok,1,2,1
Destroyer,Captain Carter (Earth-838),2,1,2
Loki (Keeper of the Multiverse),Superman,1,2,1
Mister Zsasz,Daredevil,2,1,2
Fat Thor,Jor-El,1,2,1
Ratcatcher,Ms. Marvel,1,2,1
Atom Smasher,Thanos (Infinity Gauntlet),1,2,1
Bullseye,Lust,2,1,2
Yondu,Wanda Maximoff (Pre-Wandavision),2,1,2
Wong,Valkyrie,1,2,1
Nick Fury,Cassandra Cain,2,1,2
Star-Lord (Celestial Power),Hawkeye (Variant),2,1,2
The Grandmaster,Gorr the God Butcher,2,1,2
Mera,Rocket Raccoon,2,1,2
Ajak,Cyborg,2,1,2
Hawkeye (Variant),Mantis,1,2,1
Black Manta,Iron Man,1,2,1
Sol Soria,Captain Carter (Earth-838),2,1,2
Fenris,Ronan the Accuser (Power Stone),1,2,1
Vision,The Great Protector,2,1,2
Iron Man (Stark Gauntlet),Makkari,1,2,1
Ratcatcher,Crossbones,2,1,2
Thanos (Infinity Gauntlet),Savant,1,2,1
The Grandmaster,Corvus Glaive,1,2,1
Warlock,Enchantress,1,2,1
Fandral,Quake,2,1,2
Kid Loki,The Executioner,2,1,2
Malekith (Reality Stone),Iron Man,2,1,2
Dar-Benn,Frigga,1,2,1
Dar-Benn,Malekith (Reality Stone),2,1,2
Hela,Luke Cage,1,2,1
Captain Carter (Earth-838),Daredevil,2,1,2
Huntress,Nomad,2,1,2
T.D.K.,Wrath,2,1,2
Drax the Destroyer,Black Manta,1,2,1
Ajak,Proxima Midnight,1,2,1
Spectral Vision,White Dragon,1,2,1
Surtur,The Executioner,1,2,1
Killer Croc,Thor (Pre-Ragnarok),2,1,2
General Zod,Kaecilius,1,2,1
Judomaster,White Dragon,1,2,1
Fat Thor,Bucky Barnes,1,2,1
Pepper Potts (Extremis),Mr. Knight,2,1,2
Aquaman,Kid Loki,2,1,2
Arishem the Judge,Ayo,2,1,2
Loki (Keeper of the Multiverse),Penthesileia,2,1,2
Peacemaker,King Shark,2,1,2
Kid Loki,Gilgamesh,1,2,1
Wrath,Dar-Benn,2,1,2
MODOK,Hawkeye (Variant),1,2,1
Leo Fitz,Black Manta,2,1,2
Incubus,Ikaris,1,2,1
Sersi,Makkari,1,2,1
Mysterio,Scarlet Witch,1,2,1
Star-Lord,Ikaris,1,2,1
Ego,Polka-Dot Man,2,1,2
Giant-Man,Lust,1,2,1
Black Adam,Queen Hippolyta,1,2,1
Malekith,Iron Man (Stark Gauntlet),1,2,1
Crossbones,Black Bolt,2,1,2
Zeus,King Shark,1,2,1
Ayo,Baby Groot,2,1,2
Nebula,Photon,1,2,1
Deadshot,Teenage Groot,1,2,1
Hespera,Harley Quinn,1,2,1
The Collector,War Machine,2,1,2
MODOK,Iron Man (MK 1),2,1,2
Fat Thor,Shazam,2,1,2
Hulk (Stark Gauntlet),Smart Hulk,1,2,1
Savant,Joker,2,1,2
Lady Loki,Cheetah,2,1,2
Lady Loki,Ancient One,2,1,2
Ancient One,Ocean Master,1,2,1
Cassandra Cain,Hawkeye (Variant),1,2,1
Quicksilver,Deathlok,2,1,2
Cyborg,Proxima Midnight,2,1,2
Steppenwolf,Thena,2,1,2
Katana,Echo,2,1,2
Doctor Fate,Mister Zsasz,2,1,2
Thor (Awakened),Vulture,1,2,1
White Wolf,Winter Soldier,2,1,2
Surtur,Shang-Chi,2,1,2
Captain America,Corvus Glaive,2,1,2
Surtur,Huntress,2,1,2
Bloodsport,Queen Hippolyta,1,2,1
MBaku,Elektra,2,1,2
Sersi (Uni-Mind),Slipknot,2,1,2
Shazam,Harley Quinn,2,1,2
Spectral Vision,Cassandra Cain,2,1,2
Ant-Man,Deathlok,1,2,1
Jessica Jones,Nuidis Vulko,1,2,1
Wrath,Smart Hulk,2,1,2
Spider-Man,Baron Zemo,2,1,2
Ancient One (Time Stone),King Nereus,2,1,2
Envy,Fandral,2,1,2
Bullseye,Giant-Man,2,1,2
Stature,Peacemaker,1,2,1
Ronan the Accuser,Rescue,2,1,2
Iron Monger,Arishem the Judge,2,1,2
Mandarin,The Collector,1,2,1
Proxima Midnight,Abomination,2,1,2
Fat Thor,Lex Luthor,2,1,2
Ultron,Bucky Barnes,1,2,1
T.D.K.,Crossbones,1,2,1
Vigilante,Ajak,2,1,2
Gorr the God Butcher,Gargantos,2,1,2
Photon,The Grandmaster,2,1,2
Luke Cage,Katana,2,1,2
The Great Protector,Photon,1,2,1
Philippus,Baby Groot,1,2,1
King Nereus,Whiplash,1,2,1
Ms. Marvel,Whiplash,1,2,1
Korath the Pursuer,Malekith,2,1,2
Teenage Groot,Echo,1,2,1
Thena,Killmonger,1,2,1
Wong,Ghost Rider,2,1,2
Bucky Barnes,Starro,1,2,1
Korath the Pursuer,Doctor Strange,2,1,2
Surtur,Ms. America,1,2,1
Iron Spider,Polka-Dot Man,2,1,2
Peacemaker,Ajak,1,2,1
Malekith (Reality Stone),Swole Groot,1,2,1
Warlock,Yondu,2,1,2
Giah,Sif,2,1,2
Fat Thor,Talos the Untamed,1,2,1
Black Mask,Mantis,2,1,2
Jemiah the Analyzer,The Punisher,1,2,1
Malekith,Groot,1,2,1
Arishem the Judge,Slipknot,2,1,2
The Flash,Leviathan,2,1,2
Swole Groot,Katana,1,2,1
Ocean Master,Proxima Midnight,1,2,1
Joker,Unworthy Thor,1,2,1
Red Guardian,Destroyer,2,1,2
Dar-Benn,Peacemaker,2,1,2
Black Mask,The Executioner,2,1,2
Mysterio,Iron Monger,1,2,1
Yondu,Wong,1,2,1
Whiplash,Iron Spider,1,2,1
Nuidis Vulko,King Shark,1,2,1
Nuidis Vulko,Doctor Fate,2,1,2
The Flash,She-Hulk,2,1,2
Joker,Rick Flag,2,1,2
Dar-Benn,Thor (Awakened),1,2,1
Scarlet Witch,Black Manta,1,2,1
King Shark,Incubus,1,2,1
Savant,Bullseye,2,1,2
Judomaster,The Punisher,1,2,1
Nuidis Vulko,Ms. America,1,2,1
Ikaris,Jemiah the Analyzer,2,1,2
Wolverine,Iron Man (MK 1),1,2,1
War Machine,Lady Loki,1,2,1
Shazam,Giah,1,2,1
Ghost Rider,Surtur,2,1,2
Supergirl,Captain Boomerang,2,1,2
Dormammu,The Collector,1,2,1
Doomsday,Lex Luthor,1,2,1
White Wolf,Ares,1,2,1
Moon Knight,Thor (Pre-Ragnarok),1,2,1
Moon Knight,Malekith,2,1,2
Crossbones,Stature,2,1,2
Mandarin,Agatha Harkness,1,2,1
Iron Monger,Lex Luthor,2,1,2
Doctor Strange,Captain America,1,2,1
Rescue,Ant-Man,2,1,2
White Dragon,Gargantos,1,2,1
Iron Man,Sol Soria,2,1,2
Enchantress,Pepper Potts (Extremis),2,1,2
MBaku,Iron Man,2,1,2
Winter Soldier,Joker,2,1,2
Iron Man (Stark Gauntlet),Ancient One (Time Stone),1,2,1
Quake,Vision,2,1,2
Gargantos,Doctor Sivana,2,1,2
Doomsday,Judomaster,1,2,1
Black Mask,Nuidis Vulko,2,1,2
Peacemaker,Aquaman,2,1,2
Nick Fury,Eternity,1,2,1
Black Widow (Variant),Sersi (Uni-Mind),1,2,1
Ronan the Accuser,Baron Mordo,1,2,1
Red Skull,Black Canary,2,1,2
Freddy Freeman,Thanos,2,1,2
Kro,Hela,2,1,2
Mantis,Captain Marvel,2,1,2
Black Adam,Queen Atlanna,2,1,2
Rescue,Judomaster,1,2,1
Thanos,Red Skull (Stonekeeper),1,2,1
Harley Quinn,Sersi,1,2,1
Gravik,Moon Knight,1,2,1
Cassandra Cain,Bullseye,2,1,2
Mighty Thor,Gravik,1,2,1
Bloodsport,Shazam,2,1,2
Iron Man,Malekith (Reality Stone),2,1,2
Mister Zsasz,Vulture,1,2,1
Malekith,Hawkeye,2,1,2
High Evolutionary,Cassandra Cain,2,1,2
Rocket Raccoon,Killer Croc,1,2,1
Bullseye,Ronan the Accuser (Power Stone),1,2,1
Thanos,Teenage Groot,2,1,2
Sinister Strange,Hawkman,1,2,1
Superman,Destroyer,1,2,1
Iron Fist,Winter Soldier,2,1,2
Makkari,Thanos,2,1,2
Black Mask,T.D.K.,2,1,2
Killian,Wonder Woman,2,1,2
Luke Cage,Leo Fitz,2,1,2
Valkyrie,Freddy Freeman,1,2,1
Ajak,Black Manta,2,1,2
Warlock,Giant-Man,2,1,2
Deadshot,MBaku,2,1,2
Baron Zemo,Kid Loki,1,2,1
Jessica Jones,Groot,1,2,1
Proxima Midnight,Crossbones,2,1,2
Leviathan,Ghost,1,2,1
Ego,Philippus,1,2,1
Iron Spider,Makkari,2,1,2
Killmonger,Iron Fist,2,1,2
Doctor Fate,Hawkman,1,2,1
Freddy Freeman,Queen Hippolyta,1,2,1
Corvus Glaive,The Collector,1,2,1
Drax the Destroyer,Yondu,1,2,1
Star-Lord (Celestial Power),Unworthy Thor,1,2,1
Baby Groot,Ajak,1,2,1
Star-Lord (Celestial Power),Ghost,2,1,2
Slipknot,Iron Man,1,2,1
Aquaman,Darkseid,2,1,2
Phastos,Dormammu,1,2,1
Giant-Man,Fandral,2,1,2
Kang the Conqueror,Kingpin,1,2,1
Ronan the Accuser (Power Stone),Hela,2,1,2
Captain America (Worthy),Elektra,2,1,2
Supergirl,Nomad,1,2,1
Star-Lord (Celestial Power),Malekith (Reality Stone),1,2,1
Kingo,Deathlok,2,1,2
Mandarin,Cheetah,1,2,1
Moon Knight,Iron Fist,1,2,1
Hela,Kro,2,1,2
Chitauri Footsoldier,T.D.K.,1,2,1
Swole Groot,Cyborg,2,1,2
Corvus Glaive,Thor (Pre-Ragnarok),1,2,1
War Machine,Red Guardian,1,2,1
Ghost,Mister Zsasz,1,2,1
Polka-Dot Man,Zeus,1,2,1
Valkyrie,Huntress,2,1,2
Rescue,Gamora,2,1,2
Nam-Ek,Okoye,2,1,2
Giant-Man,Black Widow (Variant),2,1,2
Killmonger,Taskmaster,2,1,2
Daredevil,Bullseye,1,2,1
Teenage Groot,Quake,1,2,1
Hulk (Stark Gauntlet),Captain Boomerang,2,1,2
Thanos,Jemiah the Analyzer,1,2,1
Ancient One,Red Skull,2,1,2
Daredevil,Loki (Mind Stone),2,1,2
Destroyer,Kaecilius,1,2,1
Rocket Raccoon,Ronan the Accuser,1,2,1
Ultron,Ares,2,1,2
Lust,The Punisher,2,1,2
Joker,Ronin,1,2,1
Iron Man (Hulkbuster),Nick Fury,1,2,1
Incubus,Polka-Dot Man,1,2,1
Loki,Surtur,2,1,2
Iron Man (Stark Gauntlet),Thena,1,2,1
General Zod,Iron Man (Stark Gauntlet),2,1,2
Sif,Black Bolt,2,1,2
Slipknot,Quake,1,2,1
Sersi (Uni-Mind),Gamora,2,1,2
Faora,Yondu,2,1,2
Hespera,Malekith (Reality Stone),2,1,2
Penthesileia,Red Guardian,1,2,1
Wonder Woman,Sersi,1,2,1
Kid Loki,The Grandmaster,1,2,1
Thor (Pre-Ragnarok),Black Adam,2,1,2
Captain Carter (Earth-838),Joker,2,1,2
Ghost Rider,Ayo,2,1,2
Red Skull (Stonekeeper),Mera,1,2,1
The Flash,Huntress,1,2,1
Batman,Black Widow (Variant),1,2,1
Whiplash Mark II,Dark Flash,1,2,1
Shuri,King Shark,2,1,2
Deadshot,Rick Flag,1,2,1
Parademon,Iron Man (Hulkbuster),2,1,2
Captain America (Worthy),Teenage Groot,2,1,2
Ego,Giah,1,2,1
Stature,Drax the Destroyer,2,1,2
Hulk,The Collector,1,2,1
Killer Croc,Chitauri Footsoldier,1,2,1
Envy,White Dragon,2,1,2
Valkyrie,Lust,1,2,1
Stature,Jessica Jones,2,1,2
Pepper Potts (Extremis),Proxima Midnight,2,1,2
MODOK,Ikaris,1,2,1
Unworthy Thor,Destroyer,1,2,1
Lady Loki,Ghost,1,2,1
Cheetah,Shuri,1,2,1
Quake,Gravik,2,1,2
Unworthy Thor,Abomination,2,1,2
Kang the Conqueror,Destroyer,2,1,2
Slipknot,Hulk (Stark Gauntlet),1,2,1
Ocean Master,Iron Monger,2,1,2
Green Lantern,Agatha Harkness,1,2,1
Moon Knight,Ancient One (Time Stone),2,1,2
Heimdall,Wong,2,1,2
She-Hulk,Quake,1,2,1
Hawkman,Gilgamesh,1,2,1
Photon,Surtur,1,2,1
Hulk,Queen Atlanna,1,2,1
Captain Marvel,Iron Man,2,1,2
Abomination,MBaku,2,1,2
Agatha Harkness,Savant,2,1,2
Red Skull,Nomad,1,2,1
Destroyer,Lex Luthor,1,2,1
Mysterio,The Collector,2,1,2
Sol Soria,Loki,1,2,1
Kang the Conqueror,Yondu,1,2,1
Enchantress,Cassandra Cain,2,1,2
Iron Fist,Freddy Freeman,2,1,2
Vigilante,Ancient One (Time Stone),1,2,1
Cull Obsidian,Superman,1,2,1
Black Manta,Crossbones,1,2,1
Stature,Black Bolt (Earth-838),2,1,2
Captain Boomerang,Spider-Man,2,1,2
Rick Flag,Bloodsport,1,2,1
Sol Soria,Iron Man (Hulkbuster),1,2,1
Enchantress,Iron Man,2,1,2
Doctor Fate,Leo Fitz,1,2,1
Kingo,Talos the Untamed,2,1,2
Ocean Master,Shuri,1,2,1
Ms. Marvel,Hulk,1,2,1
Hawkman,Superman,1,2,1
Parademon,Killmonger,1,2,1
Iron Man,Thanos,2,1,2
Giah,Gilgamesh,1,2,1
Malekith (Reality Stone),Star-Lord,2,1,2
Kang the Conqueror,Ocean Master,2,1,2
Black Panther,Hawkeye (Variant),1,2,1
Black Mask,Fat Thor,2,1,2
Destroyer,Baron Mordo,2,1,2
Loki (Keeper of the Multiverse),Shuri,1,2,1
Captain America,Parademon,1,2,1
The Executioner,Kingpin,1,2,1
Falcon,T.D.K.,1,2,1
Penthesileia,Iron Man (Stark Gauntlet),1,2,1
Kingo,Cyborg,2,1,2
Ocean Master,Green Lantern,1,2,1
Baby Groot,Dormammu,1,2,1
Falcon,Polka-Dot Man,1,2,1
Loki (Variant L1130),Bullseye,2,1,2
Agatha Harkness,Slipknot,2,1,2
Photon,Corvus Glaive,2,1,2
Star-Lord (Celestial Power),Kro,1,2,1
Mandarin,King Shark,2,1,2
Ms. Marvel,Hulk (Stark Gauntlet),2,1,2
Korg,Jemiah the Analyzer,2,1,2
Bloodsport,Ocean Master,2,1,2
Kro,Wanda Maximoff (Pre-Wandavision),1,2,1
Steppenwolf,Vigilante,2,1,2
Loki (Variant L1130),Loki (King of Asgard),2,1,2
Black Canary,El Diablo,2,1,2
Loki (Mind Stone),Zeus,1,2,1
Luke Cage,Thanos,2,1,2
Mandarin,Vulture,2,1,2
Deadshot,Giah,2,1,2
Mantis,Kaecilius,2,1,2
Cassandra Cain,Iron Man (Hulkbuster),2,1,2
Kaecilius,Vision,1,2,1
Unworthy Thor,Black Panther,2,1,2
Black Widow (Variant),Smart Hulk,2,1,2
Nick Fury,Outrider,1,2,1
Queen Atlanna,Red Guardian,2,1,2
Sif,Gamora,1,2,1
Baby Groot,Korg,2,1,2
Thanos,Parademon,2,1,2
Kingpin,Darkseid,2,1,2
Yondu,Echo,1,2,1
Chitauri Footsoldier,Drax the Destroyer,1,2,1
